Row Labels,Sum of Id,Sum of MSSubClass,Sum of OverallQual,Sum of 1stFlrSF,Sum of FullBath,Sum of SalePrice,Sum of MoSold
Unf,122,50,4,772,1,100000,6
TA,122,50,4,772,1,100000,6
TA,122,50,4,772,1,100000,6
Gd,122,50,4,772,1,100000,6
Typ,122,50,4,772,1,100000,6
NA,122,50,4,772,1,100000,6
Detchd,122,50,4,772,1,100000,6
TA,122,50,4,772,1,100000,6
WD,122,50,4,772,1,100000,6
Normal,122,50,4,772,1,100000,6
BrkFace,552,20,5,928,1,112500,6
TA,552,20,5,928,1,112500,6
0,552,20,5,928,1,112500,6
Rec,552,20,5,928,1,112500,6
TA,552,20,5,928,1,112500,6
TA,552,20,5,928,1,112500,6
Gd,552,20,5,928,1,112500,6
Typ,552,20,5,928,1,112500,6
NA,552,20,5,928,1,112500,6
Attchd,552,20,5,928,1,112500,6
TA,552,20,5,928,1,112500,6
WD,552,20,5,928,1,112500,6
Normal,552,20,5,928,1,112500,6
MetalSd,10045,500,58,9301,13,1263700,86
Fa,1286,50,6,825,1,132500,5
0,1286,50,6,825,1,132500,5
Unf,1286,50,6,825,1,132500,5
TA,1286,50,6,825,1,132500,5
TA,1286,50,6,825,1,132500,5
Ex,1286,50,6,825,1,132500,5
Typ,1286,50,6,825,1,132500,5
Gd,1286,50,6,825,1,132500,5
Detchd,1286,50,6,825,1,132500,5
TA,1286,50,6,825,1,132500,5
WD,1286,50,6,825,1,132500,5
Normal,1286,50,6,825,1,132500,5
Gd,2864,150,17,2720,4,352500,25
0,2864,150,17,2720,4,352500,25
ALQ,450,50,3,679,1,120000,6
TA,450,50,3,679,1,120000,6
TA,450,50,3,679,1,120000,6
Ex,450,50,3,679,1,120000,6
Typ,450,50,3,679,1,120000,6
NA,450,50,3,679,1,120000,6
Detchd,450,50,3,679,1,120000,6
TA,450,50,3,679,1,120000,6
WD,450,50,3,679,1,120000,6
Normal,450,50,3,679,1,120000,6
BLQ,1064,30,6,1103,1,110500,7
TA,1064,30,6,1103,1,110500,7
TA,1064,30,6,1103,1,110500,7
Gd,1064,30,6,1103,1,110500,7
Typ,1064,30,6,1103,1,110500,7
Gd,1064,30,6,1103,1,110500,7
Detchd,1064,30,6,1103,1,110500,7
TA,1064,30,6,1103,1,110500,7
WD,1064,30,6,1103,1,110500,7
Normal,1064,30,6,1103,1,110500,7
LwQ,1350,70,8,938,2,122000,12
Fa,1350,70,8,938,2,122000,12
TA,1350,70,8,938,2,122000,12
Fa,1350,70,8,938,2,122000,12
Typ,1350,70,8,938,2,122000,12
NA,1350,70,8,938,2,122000,12
NA,1350,70,8,938,2,122000,12
NA,1350,70,8,938,2,122000,12
WD,1350,70,8,938,2,122000,12
Normal,1350,70,8,938,2,122000,12
TA,5895,300,35,5756,8,778700,56
0,5895,300,35,5756,8,778700,56
ALQ,2173,75,9,1744,2,218000,12
TA,2173,75,9,1744,2,218000,12
TA,2173,75,9,1744,2,218000,12
Gd,2173,75,9,1744,2,218000,12
Typ,2173,75,9,1744,2,218000,12
NA,2173,75,9,1744,2,218000,12
Detchd,1346,30,4,960,1,108500,7
TA,1346,30,4,960,1,108500,7
WD,1346,30,4,960,1,108500,7
Normal,1346,30,4,960,1,108500,7
NA,827,45,5,784,1,109500,5
NA,827,45,5,784,1,109500,5
WD,827,45,5,784,1,109500,5
Normal,827,45,5,784,1,109500,5
BLQ,1425,95,9,1560,2,215000,19
TA,1425,95,9,1560,2,215000,19
TA,1425,95,9,1560,2,215000,19
Po,326,45,5,803,1,87000,12
Typ,326,45,5,803,1,87000,12
NA,326,45,5,803,1,87000,12
Detchd,326,45,5,803,1,87000,12
TA,326,45,5,803,1,87000,12
WD,326,45,5,803,1,87000,12
Normal,326,45,5,803,1,87000,12
TA,1099,50,4,757,1,128000,7
Typ,1099,50,4,757,1,128000,7
NA,1099,50,4,757,1,128000,7
Detchd,1099,50,4,757,1,128000,7
TA,1099,50,4,757,1,128000,7
WD,1099,50,4,757,1,128000,7
Normal,1099,50,4,757,1,128000,7
Unf,2297,130,17,2452,4,345700,25
TA,2297,130,17,2452,4,345700,25
Fa,495,30,5,886,1,91300,12
Gd,495,30,5,886,1,91300,12
Typ,495,30,5,886,1,91300,12
NA,495,30,5,886,1,91300,12
Attchd,495,30,5,886,1,91300,12
TA,495,30,5,886,1,91300,12
WD,495,30,5,886,1,91300,12
Normal,495,30,5,886,1,91300,12
TA,1802,100,12,1566,3,254400,13
TA,1802,100,12,1566,3,254400,13
Typ,1802,100,12,1566,3,254400,13
Gd,449,50,6,780,2,119500,6
Detchd,449,50,6,780,2,119500,6
TA,449,50,6,780,2,119500,6
WD,449,50,6,780,2,119500,6
Normal,449,50,6,780,2,119500,6
NA,1353,50,6,786,1,134900,7
Detchd,1353,50,6,786,1,134900,7
TA,1353,50,6,786,1,134900,7
WD,1353,50,6,786,1,134900,7
Normal,1353,50,6,786,1,134900,7
Stucco,480,30,4,1131,1,89471,3
TA,480,30,4,1131,1,89471,3
435,480,30,4,1131,1,89471,3
Rec,480,30,4,1131,1,89471,3
TA,480,30,4,1131,1,89471,3
Fa,480,30,4,1131,1,89471,3
TA,480,30,4,1131,1,89471,3
Typ,480,30,4,1131,1,89471,3
NA,480,30,4,1131,1,89471,3
Detchd,480,30,4,1131,1,89471,3
TA,480,30,4,1131,1,89471,3
WD,480,30,4,1131,1,89471,3
Alloca,480,30,4,1131,1,89471,3
VinylSd,2817,180,20,3000,4,375400,24
Gd,1150,70,7,832,1,143000,7
0,1150,70,7,832,1,143000,7
ALQ,1150,70,7,832,1,143000,7
TA,1150,70,7,832,1,143000,7
TA,1150,70,7,832,1,143000,7
Ex,1150,70,7,832,1,143000,7
Typ,1150,70,7,832,1,143000,7
NA,1150,70,7,832,1,143000,7
Detchd,1150,70,7,832,1,143000,7
TA,1150,70,7,832,1,143000,7
WD,1150,70,7,832,1,143000,7
Normal,1150,70,7,832,1,143000,7
TA,1667,110,13,2168,3,232400,17
0,1667,110,13,2168,3,232400,17
ALQ,108,20,5,789,1,115000,4
TA,108,20,5,789,1,115000,4
TA,108,20,5,789,1,115000,4
Ex,108,20,5,789,1,115000,4
Typ,108,20,5,789,1,115000,4
NA,108,20,5,789,1,115000,4
Detchd,108,20,5,789,1,115000,4
TA,108,20,5,789,1,115000,4
WD,108,20,5,789,1,115000,4
Partial,108,20,5,789,1,115000,4
Unf,1559,90,8,1379,2,117400,13
TA,1559,90,8,1379,2,117400,13
TA,1559,90,8,1379,2,117400,13
Fa,969,50,3,600,1,37900,5
Typ,969,50,3,600,1,37900,5
NA,969,50,3,600,1,37900,5
NA,969,50,3,600,1,37900,5
NA,969,50,3,600,1,37900,5
WD,969,50,3,600,1,37900,5
Abnorml,969,50,3,600,1,37900,5
TA,590,40,5,779,1,79500,8
Typ,590,40,5,779,1,79500,8
NA,590,40,5,779,1,79500,8
Detchd,590,40,5,779,1,79500,8
TA,590,40,5,779,1,79500,8
WD,590,40,5,779,1,79500,8
Normal,590,40,5,779,1,79500,8
Wd Sdng,3350,395,31,5134,7,675500,35
Gd,602,50,6,780,1,141000,12
0,602,50,6,780,1,141000,12
Unf,602,50,6,780,1,141000,12
TA,602,50,6,780,1,141000,12
TA,602,50,6,780,1,141000,12
TA,602,50,6,780,1,141000,12
Typ,602,50,6,780,1,141000,12
Gd,602,50,6,780,1,141000,12
Detchd,602,50,6,780,1,141000,12
TA,602,50,6,780,1,141000,12
WD,602,50,6,780,1,141000,12
Normal,602,50,6,780,1,141000,12
TA,2748,345,25,4354,6,534500,23
0,2748,345,25,4354,6,534500,23
ALQ,897,30,4,951,1,106500,4
TA,897,30,4,951,1,106500,4
TA,897,30,4,951,1,106500,4
Ex,897,30,4,951,1,106500,4
Typ,897,30,4,951,1,106500,4
NA,897,30,4,951,1,106500,4
Detchd,897,30,4,951,1,106500,4
TA,897,30,4,951,1,106500,4
WD,897,30,4,951,1,106500,4
Abnorml,897,30,4,951,1,106500,4
BLQ,78,50,5,1072,1,127000,1
TA,78,50,5,1072,1,127000,1
TA,78,50,5,1072,1,127000,1
TA,78,50,5,1072,1,127000,1
Min1,78,50,5,1072,1,127000,1
NA,78,50,5,1072,1,127000,1
Detchd,78,50,5,1072,1,127000,1
TA,78,50,5,1072,1,127000,1
WD,78,50,5,1072,1,127000,1
Normal,78,50,5,1072,1,127000,1
LwQ,697,30,5,616,1,89000,6
TA,697,30,5,616,1,89000,6
TA,697,30,5,616,1,89000,6
Gd,697,30,5,616,1,89000,6
Typ,697,30,5,616,1,89000,6
NA,697,30,5,616,1,89000,6
Detchd,697,30,5,616,1,89000,6
TA,697,30,5,616,1,89000,6
WD,697,30,5,616,1,89000,6
Normal,697,30,5,616,1,89000,6
Unf,1076,235,11,1715,3,212000,12
TA,1076,235,11,1715,3,212000,12
TA,1076,235,11,1715,3,212000,12
Gd,438,45,6,904,1,119000,1
Typ,438,45,6,904,1,119000,1
NA,438,45,6,904,1,119000,1
Detchd,438,45,6,904,1,119000,1
TA,438,45,6,904,1,119000,1
WD,438,45,6,904,1,119000,1
Normal,438,45,6,904,1,119000,1
TA,638,190,5,811,2,93000,11
Typ,638,190,5,811,2,93000,11
NA,638,190,5,811,2,93000,11
BuiltIn,638,190,5,811,2,93000,11
TA,638,190,5,811,2,93000,11
WD,638,190,5,811,2,93000,11
Normal,638,190,5,811,2,93000,11
51,12153,785,78,14817,21,1927350,92
RL,7753,430,38,7256,12,1000450,46
Inside,7753,430,38,7256,12,1000450,46
AllPub,7753,430,38,7256,12,1000450,46
IR1,3169,140,14,2371,4,383100,23
MetalSd,996,50,4,774,1,121600,8
TA,996,50,4,774,1,121600,8
0,996,50,4,774,1,121600,8
ALQ,996,50,4,774,1,121600,8
TA,996,50,4,774,1,121600,8
TA,996,50,4,774,1,121600,8
TA,996,50,4,774,1,121600,8
Typ,996,50,4,774,1,121600,8
NA,996,50,4,774,1,121600,8
Detchd,996,50,4,774,1,121600,8
TA,996,50,4,774,1,121600,8
WD,996,50,4,774,1,121600,8
Abnorml,996,50,4,774,1,121600,8
VinylSd,1196,60,6,728,2,176000,7
TA,1196,60,6,728,2,176000,7
0,1196,60,6,728,2,176000,7
Unf,1196,60,6,728,2,176000,7
TA,1196,60,6,728,2,176000,7
Gd,1196,60,6,728,2,176000,7
Ex,1196,60,6,728,2,176000,7
Typ,1196,60,6,728,2,176000,7
NA,1196,60,6,728,2,176000,7
Attchd,1196,60,6,728,2,176000,7
TA,1196,60,6,728,2,176000,7
WD,1196,60,6,728,2,176000,7
Normal,1196,60,6,728,2,176000,7
Wd Sdng,977,30,4,869,1,85500,8
TA,977,30,4,869,1,85500,8
0,977,30,4,869,1,85500,8
Unf,977,30,4,869,1,85500,8
TA,977,30,4,869,1,85500,8
Gd,977,30,4,869,1,85500,8
TA,977,30,4,869,1,85500,8
Typ,977,30,4,869,1,85500,8
NA,977,30,4,869,1,85500,8
NA,977,30,4,869,1,85500,8
NA,977,30,4,869,1,85500,8
WD,977,30,4,869,1,85500,8
Normal,977,30,4,869,1,85500,8
Reg,4584,290,24,4885,8,617350,23
MetalSd,1768,120,11,2156,4,304000,8
TA,1768,120,11,2156,4,304000,8
0,1768,120,11,2156,4,304000,8
Unf,1768,120,11,2156,4,304000,8
Fa,1361,70,5,990,3,189000,5
TA,1361,70,5,990,3,189000,5
Ex,1361,70,5,990,3,189000,5
Typ,1361,70,5,990,3,189000,5
NA,1361,70,5,990,3,189000,5
BuiltIn,1361,70,5,990,3,189000,5
TA,1361,70,5,990,3,189000,5
WD,1361,70,5,990,3,189000,5
Normal,1361,70,5,990,3,189000,5
TA,407,50,6,1166,1,115000,3
TA,407,50,6,1166,1,115000,3
Ex,407,50,6,1166,1,115000,3
Maj2,407,50,6,1166,1,115000,3
NA,407,50,6,1166,1,115000,3
Detchd,407,50,6,1166,1,115000,3
TA,407,50,6,1166,1,115000,3
WD,407,50,6,1166,1,115000,3
Normal,407,50,6,1166,1,115000,3
VinylSd,1416,120,7,1569,2,175900,5
TA,1416,120,7,1569,2,175900,5
130,1416,120,7,1569,2,175900,5
ALQ,1416,120,7,1569,2,175900,5
TA,1416,120,7,1569,2,175900,5
Gd,1416,120,7,1569,2,175900,5
Ex,1416,120,7,1569,2,175900,5
Typ,1416,120,7,1569,2,175900,5
TA,1416,120,7,1569,2,175900,5
Attchd,1416,120,7,1569,2,175900,5
TA,1416,120,7,1569,2,175900,5
WD,1416,120,7,1569,2,175900,5
Normal,1416,120,7,1569,2,175900,5
WdShing,1400,50,6,1160,2,137450,10
TA,1400,50,6,1160,2,137450,10
0,1400,50,6,1160,2,137450,10
BLQ,1400,50,6,1160,2,137450,10
TA,1400,50,6,1160,2,137450,10
TA,1400,50,6,1160,2,137450,10
Ex,1400,50,6,1160,2,137450,10
Typ,1400,50,6,1160,2,137450,10
Gd,1400,50,6,1160,2,137450,10
Detchd,1400,50,6,1160,2,137450,10
Fa,1400,50,6,1160,2,137450,10
WD,1400,50,6,1160,2,137450,10
Normal,1400,50,6,1160,2,137450,10
RM,4400,355,40,7561,9,926900,46
Corner,858,125,17,2796,3,378500,22
AllPub,858,125,17,2796,3,378500,22
Reg,858,125,17,2796,3,378500,22
Wd Sdng,858,125,17,2796,3,378500,22
Fa,695,50,5,1067,1,141500,4
0,695,50,5,1067,1,141500,4
Unf,695,50,5,1067,1,141500,4
TA,695,50,5,1067,1,141500,4
TA,695,50,5,1067,1,141500,4
TA,695,50,5,1067,1,141500,4
Typ,695,50,5,1067,1,141500,4
NA,695,50,5,1067,1,141500,4
Detchd,695,50,5,1067,1,141500,4
TA,695,50,5,1067,1,141500,4
WD,695,50,5,1067,1,141500,4
Normal,695,50,5,1067,1,141500,4
TA,163,75,12,1729,2,237000,18
0,163,75,12,1729,2,237000,18
BLQ,147,30,5,875,1,105000,11
TA,147,30,5,875,1,105000,11
TA,147,30,5,875,1,105000,11
TA,147,30,5,875,1,105000,11
Typ,147,30,5,875,1,105000,11
NA,147,30,5,875,1,105000,11
Detchd,147,30,5,875,1,105000,11
Fa,147,30,5,875,1,105000,11
WD,147,30,5,875,1,105000,11
Normal,147,30,5,875,1,105000,11
Unf,16,45,7,854,1,132000,7
TA,16,45,7,854,1,132000,7
TA,16,45,7,854,1,132000,7
Ex,16,45,7,854,1,132000,7
Typ,16,45,7,854,1,132000,7
NA,16,45,7,854,1,132000,7
Detchd,16,45,7,854,1,132000,7
TA,16,45,7,854,1,132000,7
WD,16,45,7,854,1,132000,7
Normal,16,45,7,854,1,132000,7
Inside,3542,230,23,4765,6,548400,24
AllPub,3542,230,23,4765,6,548400,24
Reg,3542,230,23,4765,6,548400,24
AsbShng,1222,80,6,1789,2,193000,8
Fa,637,30,2,800,1,60000,1
0,637,30,2,800,1,60000,1
Unf,637,30,2,800,1,60000,1
Fa,637,30,2,800,1,60000,1
TA,637,30,2,800,1,60000,1
Fa,637,30,2,800,1,60000,1
Maj1,637,30,2,800,1,60000,1
Po,637,30,2,800,1,60000,1
NA,637,30,2,800,1,60000,1
NA,637,30,2,800,1,60000,1
ConLw,637,30,2,800,1,60000,1
Normal,637,30,2,800,1,60000,1
TA,585,50,4,989,1,133000,7
0,585,50,4,989,1,133000,7
Unf,585,50,4,989,1,133000,7
TA,585,50,4,989,1,133000,7
TA,585,50,4,989,1,133000,7
Ex,585,50,4,989,1,133000,7
Typ,585,50,4,989,1,133000,7
NA,585,50,4,989,1,133000,7
Detchd,585,50,4,989,1,133000,7
TA,585,50,4,989,1,133000,7
WD,585,50,4,989,1,133000,7
Normal,585,50,4,989,1,133000,7
BrkFace,9,50,7,1022,2,129900,4
TA,9,50,7,1022,2,129900,4
0,9,50,7,1022,2,129900,4
Unf,9,50,7,1022,2,129900,4
TA,9,50,7,1022,2,129900,4
TA,9,50,7,1022,2,129900,4
Gd,9,50,7,1022,2,129900,4
Min1,9,50,7,1022,2,129900,4
TA,9,50,7,1022,2,129900,4
Detchd,9,50,7,1022,2,129900,4
Fa,9,50,7,1022,2,129900,4
WD,9,50,7,1022,2,129900,4
Abnorml,9,50,7,1022,2,129900,4
MetalSd,2311,100,10,1954,2,225500,12
TA,2311,100,10,1954,2,225500,12
0,2311,100,10,1954,2,225500,12
Rec,913,30,5,1015,1,88000,7
TA,913,30,5,1015,1,88000,7
TA,913,30,5,1015,1,88000,7
TA,913,30,5,1015,1,88000,7
Min1,913,30,5,1015,1,88000,7
NA,913,30,5,1015,1,88000,7
Detchd,913,30,5,1015,1,88000,7
TA,913,30,5,1015,1,88000,7
WD,913,30,5,1015,1,88000,7
Abnorml,913,30,5,1015,1,88000,7
Unf,1398,70,5,939,1,137500,5
TA,1398,70,5,939,1,137500,5
TA,1398,70,5,939,1,137500,5
Ex,1398,70,5,939,1,137500,5
Typ,1398,70,5,939,1,137500,5
NA,1398,70,5,939,1,137500,5
Detchd,1398,70,5,939,1,137500,5
Fa,1398,70,5,939,1,137500,5
WD,1398,70,5,939,1,137500,5
Normal,1398,70,5,939,1,137500,5
52,11214,630,76,12743,17,1831300,87
RL,4470,250,36,5690,8,940400,34
CulDSac,662,60,8,1686,2,402000,7
AllPub,662,60,8,1686,2,402000,7
IR2,662,60,8,1686,2,402000,7
VinylSd,662,60,8,1686,2,402000,7
TA,662,60,8,1686,2,402000,7
528,662,60,8,1686,2,402000,7
GLQ,662,60,8,1686,2,402000,7
Gd,662,60,8,1686,2,402000,7
Gd,662,60,8,1686,2,402000,7
Ex,662,60,8,1686,2,402000,7
Typ,662,60,8,1686,2,402000,7
TA,662,60,8,1686,2,402000,7
Attchd,662,60,8,1686,2,402000,7
TA,662,60,8,1686,2,402000,7
WD,662,60,8,1686,2,402000,7
Normal,662,60,8,1686,2,402000,7
Inside,3808,190,28,4004,6,538400,27
AllPub,3808,190,28,4004,6,538400,27
IR1,936,30,4,747,1,79900,6
MetalSd,936,30,4,747,1,79900,6
Gd,936,30,4,747,1,79900,6
108,936,30,4,747,1,79900,6
Unf,936,30,4,747,1,79900,6
TA,936,30,4,747,1,79900,6
Fa,936,30,4,747,1,79900,6
Gd,936,30,4,747,1,79900,6
Typ,936,30,4,747,1,79900,6
NA,936,30,4,747,1,79900,6
Detchd,936,30,4,747,1,79900,6
TA,936,30,4,747,1,79900,6
WD,936,30,4,747,1,79900,6
Normal,936,30,4,747,1,79900,6
Reg,2872,160,24,3257,5,458500,21
VinylSd,918,80,11,1590,2,222500,9
TA,918,80,11,1590,2,222500,9
0,918,80,11,1590,2,222500,9
LwQ,240,50,6,798,1,113000,4
Fa,240,50,6,798,1,113000,4
TA,240,50,6,798,1,113000,4
TA,240,50,6,798,1,113000,4
Typ,240,50,6,798,1,113000,4
Gd,240,50,6,798,1,113000,4
Detchd,240,50,6,798,1,113000,4
TA,240,50,6,798,1,113000,4
WD,240,50,6,798,1,113000,4
Normal,240,50,6,798,1,113000,4
Unf,678,30,5,792,1,109500,5
TA,678,30,5,792,1,109500,5
TA,678,30,5,792,1,109500,5
Ex,678,30,5,792,1,109500,5
Typ,678,30,5,792,1,109500,5
NA,678,30,5,792,1,109500,5
Detchd,678,30,5,792,1,109500,5
Fa,678,30,5,792,1,109500,5
WD,678,30,5,792,1,109500,5
Normal,678,30,5,792,1,109500,5
Wd Sdng,1954,80,13,1667,3,236000,12
TA,1954,80,13,1667,3,236000,12
0,1954,80,13,1667,3,236000,12
Rec,1377,30,6,790,1,91000,4
TA,1377,30,6,790,1,91000,4
Gd,1377,30,6,790,1,91000,4
TA,1377,30,6,790,1,91000,4
Typ,1377,30,6,790,1,91000,4
NA,1377,30,6,790,1,91000,4
Detchd,1377,30,6,790,1,91000,4
Fa,1377,30,6,790,1,91000,4
WD,1377,30,6,790,1,91000,4
Normal,1377,30,6,790,1,91000,4
Unf,577,50,7,877,2,145000,8
TA,577,50,7,877,2,145000,8
TA,577,50,7,877,2,145000,8
Gd,577,50,7,877,2,145000,8
Typ,577,50,7,877,2,145000,8
Gd,577,50,7,877,2,145000,8
Detchd,577,50,7,877,2,145000,8
TA,577,50,7,877,2,145000,8
WD,577,50,7,877,2,145000,8
Normal,577,50,7,877,2,145000,8
RM,6744,380,40,7053,9,890900,53
Inside,6744,380,40,7053,9,890900,53
AllPub,6744,380,40,7053,9,890900,53
Reg,6744,380,40,7053,9,890900,53
AsbShng,1219,50,4,672,1,80500,7
TA,1219,50,4,672,1,80500,7
0,1219,50,4,672,1,80500,7
NA,1219,50,4,672,1,80500,7
NA,1219,50,4,672,1,80500,7
NA,1219,50,4,672,1,80500,7
Gd,1219,50,4,672,1,80500,7
Typ,1219,50,4,672,1,80500,7
NA,1219,50,4,672,1,80500,7
NA,1219,50,4,672,1,80500,7
NA,1219,50,4,672,1,80500,7
WD,1219,50,4,672,1,80500,7
Normal,1219,50,4,672,1,80500,7
MetalSd,2319,130,14,3018,4,414900,15
TA,2319,130,14,3018,4,414900,15
0,2319,130,14,3018,4,414900,15
BLQ,730,30,4,848,1,103000,1
TA,730,30,4,848,1,103000,1
TA,730,30,4,848,1,103000,1
TA,730,30,4,848,1,103000,1
Typ,730,30,4,848,1,103000,1
NA,730,30,4,848,1,103000,1
Detchd,730,30,4,848,1,103000,1
TA,730,30,4,848,1,103000,1
WD,730,30,4,848,1,103000,1
Normal,730,30,4,848,1,103000,1
Unf,1589,100,10,2170,3,311900,14
TA,1589,100,10,2170,3,311900,14
TA,1589,100,10,2170,3,311900,14
Ex,1146,50,5,1042,1,149000,8
Typ,1146,50,5,1042,1,149000,8
Gd,1146,50,5,1042,1,149000,8
Detchd,1146,50,5,1042,1,149000,8
TA,1146,50,5,1042,1,149000,8
WD,1146,50,5,1042,1,149000,8
Family,1146,50,5,1042,1,149000,8
TA,443,50,5,1128,2,162900,6
Typ,443,50,5,1128,2,162900,6
Gd,443,50,5,1128,2,162900,6
Detchd,443,50,5,1128,2,162900,6
TA,443,50,5,1128,2,162900,6
WD,443,50,5,1128,2,162900,6
Normal,443,50,5,1128,2,162900,6
Wd Sdng,3206,200,22,3363,4,395500,31
TA,3206,200,22,3363,4,395500,31
0,3206,200,22,3363,4,395500,31
LwQ,2279,100,11,1871,2,214500,14
Fa,1256,50,6,959,1,127500,11
TA,1256,50,6,959,1,127500,11
TA,1256,50,6,959,1,127500,11
Typ,1256,50,6,959,1,127500,11
Gd,1256,50,6,959,1,127500,11
Detchd,1256,50,6,959,1,127500,11
TA,1256,50,6,959,1,127500,11
WD,1256,50,6,959,1,127500,11
Normal,1256,50,6,959,1,127500,11
TA,1023,50,5,912,1,87000,3
TA,1023,50,5,912,1,87000,3
Gd,1023,50,5,912,1,87000,3
Typ,1023,50,5,912,1,87000,3
NA,1023,50,5,912,1,87000,3
Detchd,1023,50,5,912,1,87000,3
Fa,1023,50,5,912,1,87000,3
WD,1023,50,5,912,1,87000,3
Normal,1023,50,5,912,1,87000,3
Unf,927,100,11,1492,2,181000,17
TA,927,100,11,1492,2,181000,17
TA,927,100,11,1492,2,181000,17
Ex,875,50,5,676,1,66500,8
Typ,875,50,5,676,1,66500,8
NA,875,50,5,676,1,66500,8
Detchd,875,50,5,676,1,66500,8
TA,875,50,5,676,1,66500,8
WD,875,50,5,676,1,66500,8
Abnorml,875,50,5,676,1,66500,8
TA,52,50,6,816,1,114500,9
Typ,52,50,6,816,1,114500,9
Gd,52,50,6,816,1,114500,9
Detchd,52,50,6,816,1,114500,9
TA,52,50,6,816,1,114500,9
WD,52,50,6,816,1,114500,9
Normal,52,50,6,816,1,114500,9
53,8825,1035,67,12275,17,1856340,76
RL,8825,1035,67,12275,17,1856340,76
Corner,1275,50,5,661,2,139000,11
AllPub,1275,50,5,661,2,139000,11
Reg,1275,50,5,661,2,139000,11
Wd Sdng,1275,50,5,661,2,139000,11
TA,1275,50,5,661,2,139000,11
0,1275,50,5,661,2,139000,11
Unf,1275,50,5,661,2,139000,11
TA,1275,50,5,661,2,139000,11
TA,1275,50,5,661,2,139000,11
Ex,1275,50,5,661,2,139000,11
Typ,1275,50,5,661,2,139000,11
Gd,1275,50,5,661,2,139000,11
Detchd,1275,50,5,661,2,139000,11
TA,1275,50,5,661,2,139000,11
WD,1275,50,5,661,2,139000,11
Normal,1275,50,5,661,2,139000,11
Inside,7550,985,62,11614,15,1717340,65
AllPub,7550,985,62,11614,15,1717340,65
Reg,7550,985,62,11614,15,1717340,65
MetalSd,1373,145,14,2194,3,398000,14
Gd,853,75,7,918,2,164000,8
0,853,75,7,918,2,164000,8
Rec,853,75,7,918,2,164000,8
TA,853,75,7,918,2,164000,8
TA,853,75,7,918,2,164000,8
Gd,853,75,7,918,2,164000,8
Typ,853,75,7,918,2,164000,8
Gd,853,75,7,918,2,164000,8
Detchd,853,75,7,918,2,164000,8
TA,853,75,7,918,2,164000,8
WD,853,75,7,918,2,164000,8
Normal,853,75,7,918,2,164000,8
TA,520,70,7,1276,1,234000,6
0,520,70,7,1276,1,234000,6
Unf,520,70,7,1276,1,234000,6
TA,520,70,7,1276,1,234000,6
Gd,520,70,7,1276,1,234000,6
Ex,520,70,7,1276,1,234000,6
Typ,520,70,7,1276,1,234000,6
Gd,520,70,7,1276,1,234000,6
Detchd,520,70,7,1276,1,234000,6
TA,520,70,7,1276,1,234000,6
WD,520,70,7,1276,1,234000,6
Normal,520,70,7,1276,1,234000,6
Plywood,1973,240,12,2138,4,267500,17
TA,1973,240,12,2138,4,267500,17
0,1973,240,12,2138,4,267500,17
ALQ,1973,240,12,2138,4,267500,17
TA,1973,240,12,2138,4,267500,17
Gd,1973,240,12,2138,4,267500,17
TA,1973,240,12,2138,4,267500,17
Typ,1973,240,12,2138,4,267500,17
Fa,1422,120,6,1069,2,127500,7
Attchd,1422,120,6,1069,2,127500,7
TA,1422,120,6,1069,2,127500,7
WD,1422,120,6,1069,2,127500,7
Normal,1422,120,6,1069,2,127500,7
NA,551,120,6,1069,2,140000,10
Attchd,551,120,6,1069,2,140000,10
TA,551,120,6,1069,2,140000,10
COD,551,120,6,1069,2,140000,10
Abnorml,551,120,6,1069,2,140000,10
VinylSd,3760,480,29,6024,6,879340,28
TA,3760,480,29,6024,6,879340,28
0,640,120,8,1567,2,264561,10
GLQ,640,120,8,1567,2,264561,10
Gd,640,120,8,1567,2,264561,10
Gd,640,120,8,1567,2,264561,10
Ex,640,120,8,1567,2,264561,10
Typ,640,120,8,1567,2,264561,10
Gd,640,120,8,1567,2,264561,10
Attchd,640,120,8,1567,2,264561,10
TA,640,120,8,1567,2,264561,10
New,640,120,8,1567,2,264561,10
Partial,640,120,8,1567,2,264561,10
45,1395,120,7,1500,2,246578,10
GLQ,1395,120,7,1500,2,246578,10
TA,1395,120,7,1500,2,246578,10
Gd,1395,120,7,1500,2,246578,10
Ex,1395,120,7,1500,2,246578,10
Typ,1395,120,7,1500,2,246578,10
Gd,1395,120,7,1500,2,246578,10
Attchd,1395,120,7,1500,2,246578,10
TA,1395,120,7,1500,2,246578,10
New,1395,120,7,1500,2,246578,10
Partial,1395,120,7,1500,2,246578,10
72,598,120,7,1402,0,194201,2
Unf,598,120,7,1402,0,194201,2
TA,598,120,7,1402,0,194201,2
Ex,598,120,7,1402,0,194201,2
Ex,598,120,7,1402,0,194201,2
Typ,598,120,7,1402,0,194201,2
Gd,598,120,7,1402,0,194201,2
Attchd,598,120,7,1402,0,194201,2
TA,598,120,7,1402,0,194201,2
New,598,120,7,1402,0,194201,2
Partial,598,120,7,1402,0,194201,2
130,1127,120,7,1555,2,174000,6
Unf,1127,120,7,1555,2,174000,6
TA,1127,120,7,1555,2,174000,6
Gd,1127,120,7,1555,2,174000,6
Ex,1127,120,7,1555,2,174000,6
Typ,1127,120,7,1555,2,174000,6
TA,1127,120,7,1555,2,174000,6
Attchd,1127,120,7,1555,2,174000,6
TA,1127,120,7,1555,2,174000,6
